census_tract,county,location,population,PollutionScore,pm25,diesel_pm,traffic_density,ozone,asthma,cardiovascular_disease,diabetes,low_birth_weight
6065042505,Riverside,Moreno Valley,3433,8.058609034,9.582384348,0.152111568,2891.408,0.063879268,51.77,19.79,16.1,7.73
6065042507,Riverside,Moreno Valley,5692,5.475281234,9.393407186,0.04852201,555.5,0.063054867,47.01,23.17,12.5,7.06
6065042508,Riverside,Moreno Valley,6353,4.973741897,9.397997856,0.046379904,372.356,0.063257609,47.33,22.8,11.7,8.04
6065042509,Riverside,Moreno Valley,3173,3.740298938,9.198112965,0.042698071,576.614,0.063879268,53.2,20.53,13.4,6.78
6065042510,Riverside,Moreno Valley,5205,5.019463651,9.23968029,0.047281868,571.507,0.063879268,53.33,20.48,13.4,8.58
6065042511,Riverside,Moreno Valley,4298,4.309077377,9.183805943,0.047852427,546.588,0.063879268,53.58,20.37,12.5,7.56
6065042512,Riverside,Moreno Valley,3550,4.704351255,9.283649445,0.046571685,583.279,0.063879268,53.58,20.37,11.9,6.56
6065042513,Riverside,Moreno Valley,2963,4.770941964,9.171631813,0.357729954,1537.351,0.064305149,53.58,20.37,15.4,7.12
6065042514,Riverside,Moreno Valley,3426,4.329439518,8.938690186,0.100241402,494.125,0.064305149,53.58,20.37,12.8,5.59
6065042515,Riverside,Moreno Valley,3584,5.664437138,8.878824234,0.118047456,1641.308,0.064521597,53.58,20.37,14.3,3.11
6065042516,Riverside,Moreno Valley,3886,3.9814758,9.001818657,0.036683046,548.879,0.064091048,53.58,20.37,12.6,8.39
6065042517,Riverside,Moreno Valley,3155,2.893196111,9.112453461,0.022272925,256.357,0.064091048,51.68,20.21,12.7,7.14
6065042518,Riverside,Moreno Valley,3349,3.474277869,9.15783596,0.040782707,487.94,0.063879268,53.58,20.37,11.2,7.27
6065042519,Riverside,Moreno Valley,1813,5.436965681,8.835263252,0.160757721,1871.165,0.064740417,53.58,20.37,14.5,6.22
6065042520,Riverside,Moreno Valley,5054,4.174085045,8.898805618,0.038676251,406.923,0.064521597,53.58,20.37,14.9,5.83
6065042521,Riverside,Moreno Valley,5053,4.136214642,9.001228333,0.04974277,518.349,0.064305149,53.58,20.37,13.4,5.68
6065042522,Riverside,Moreno Valley,3844,4.185944404,9.409164906,0.036085197,454.82,0.063879268,53.58,20.37,9.9,5.36
6065042523,Riverside,Moreno Valley,5236,4.663089735,9.265731335,0.080216935,1941.438,0.064091048,53.01,20.19,10.3,7.32
6065042621,Riverside,Moreno Valley,8240,4.014770877,9.004643758,0.055460446,1140.666,0.064740417,45.87,19.73,11.6,8.71
6065042622,Riverside,Moreno Valley,5204,3.788885951,9.18011713,0.027222789,743.305,0.064740417,44.83,19.64,10.4,8.15
6065042623,Riverside,Perris,3938,3.391100006,8.707942369,0.005776321,381.049,0.062854323,43.38,19.71,11.9,8.65
6065042624,Riverside,Moreno Valley,5131,4.361413556,8.663064169,0.035630349,705.62,0.063879268,44.09,19.59,11.1,7.74
6065042625,Riverside,Perris,6439,6.23869653,9.318943977,0.059559759,1383.175,0.062073658,36.09,20.69,11.8,7.47
6065042626,Riverside,Perris,9563,3.546781658,8.942842708,0.011170448,427.113,0.061326306,35.57,20.61,10.8,4.89
6065042627,Riverside,Perris,4868,2.574971392,9.182453156,0.011290111,202.833,0.061510099,35.57,20.61,11.2,5.67
6065042628,Riverside,Perris,4662,3.803902692,9.143312931,0.018601734,513.401,0.061326306,35.57,20.61,12.7,7.66
6065042629,Riverside,Perris,6585,3.211369636,9.184041977,0.011702932,401.391,0.062265644,35.57,20.61,10.1,6.07
6065042630,Riverside,Perris,7172,3.057140183,9.173003197,0.010527242,299.773,0.061883753,35.57,20.61,11.3,6.24
6065042631,Riverside,Perris,5230,3.669844928,9.175872803,0.047204799,438.068,0.061510099,35.57,20.61,13.1,6.3
6065042632,Riverside,Perris,3379,3.368000153,9.271572113,0.027899609,301.518,0.061695908,35.57,20.61,12.0,8.86
6065042708,Riverside,Menifee,5805,3.198317635,8.456100146,0.025847695,1450.087,0.057895369,43.48,20.85,9.3,4.05
6065042709,Riverside,Menifee,5032,2.633430384,8.711297353,0.004295395,328.892,0.058796863,46.1,20.8,14.0,5.23
6065042711,Riverside,Menifee,3815,4.114329768,8.54087019,0.029010139,1218.266,0.058338745,46.54,21.15,20.9,5.81
6065042714,Riverside,Menifee,2971,3.999618819,8.147779147,0.014978335,1172.153,0.057895369,33.0,16.15,10.8,1.7
6065042716,Riverside,Menifee,6031,3.855528299,8.246771177,0.012623135,427.189,0.058041553,32.97,15.93,10.7,5.49
6065042717,Riverside,Menifee,6261,3.556552024,8.310354996,0.005589904,333.517,0.058642489,32.97,15.93,12.0,5.41
6065042719,Riverside,Nuevo,5461,5.881143786,8.684195723,0.014235179,819.896,0.060786796,30.82,19.0,13.0,7.23
6065042720,Riverside,Homeland,4992,4.481235706,8.151390955,0.005023877,582.792,0.060264646,41.94,18.96,14.9,7.57
6065042723,Riverside,Hemet,7270,4.382620305,8.348678559,0.019416984,530.773,0.058338745,46.6,19.73,14.2,6.03
6065042724,Riverside,Menifee,5531,2.921826592,8.572816849,0.007752747,312.796,0.057895369,33.37,19.82,8.8,4.72
6065042726,Riverside,Winchester,12227,3.807630217,8.483302164,0.013528849,315.451,0.058338745,41.76,20.72,10.3,5.38
6065042728,Riverside,Menifee,2560,3.926282322,8.735848851,0.021283379,1645.021,0.059110705,45.44,20.36,12.1,4.62
6065042730,Riverside,Menifee,5872,4.962789668,8.695974604,0.025175061,1214.765,0.060094357,44.58,20.05,12.6,6.76
6065042731,Riverside,Perris,9511,4.429124466,8.609162828,0.017171735,1217.476,0.059594489,43.45,18.97,11.8,4.76
6065042732,Riverside,Menifee,7013,3.14876666,8.499048127,0.012299256,401.11,0.058189339,35.04,18.97,9.6,4.78
6065042733,Riverside,Menifee,14516,4.144767927,8.183965365,0.010964686,637.267,0.057187886,33.43,19.59,9.5,4.81
6065042737,Riverside,Winchester,4535,3.618500266,7.995134766,0.017629708,294.882,0.056649021,33.29,21.22,9.2,4.95
6065042738,Riverside,Menifee,8470,3.463587214,8.542104912,0.024404857,1656.019,0.057187886,32.3,19.86,9.3,4.48
6065042739,Riverside,Menifee,9120,3.73609633,8.334844801,0.013191974,1927.376,0.056388274,32.31,19.83,9.9,5.83
6065042742,Riverside,Menifee,7241,3.037017075,8.451295217,0.029608021,1544.354,0.05746626,33.25,19.88,9.9,7.67
6065042743,Riverside,Menifee,4816,3.772325834,8.313531134,0.017892359,2166.444,0.056649021,32.31,19.79,8.6,5.13
6065042744,Riverside,Nuevo,4226,6.087842143,8.322902654,0.029047999,572.435,0.062459735,29.27,18.59,11.8,3.81
6065042745,Riverside,Nuevo,7291,4.468797817,8.163926846,0.007773365,871.53,0.060436802,50.77,17.8,14.6,5.97
6065042746,Riverside,Perris,4263,4.099701629,9.142262936,0.027337186,591.152,0.061144505,35.57,20.61,12.8,8.59
6065042747,Riverside,Perris,4668,3.758444162,9.065859413,0.013892023,256.723,0.060964675,35.57,20.61,12.0,6.68
6065042748,Riverside,Lake Elsinore,6104,4.123727572,8.096735954,0.01767287,929.951,0.058041553,34.76,19.08,10.8,4.51
6065042749,Riverside,Lake Elsinore,4638,3.294993263,8.305958986,0.0269216,115.033,0.058952929,36.67,19.99,8.7,5.49
6065042750,Riverside,Lake Elsinore,3595,5.1721453,8.118057421,0.039018141,1966.151,0.058338745,36.66,20.32,12.0,8.37
6065042751,Riverside,Menifee,5848,3.780120437,8.662764549,0.025144064,2652.591,0.058489789,43.57,20.44,11.9,4.79
6065042752,Riverside,Menifee,4574,3.28031972,8.595143954,0.014545533,1326.846,0.058189339,36.25,19.92,14.4,6.01
6065042801,Riverside,Perris,4623,6.698211626,9.136746407,0.09561596,1707.386,0.060964675,38.45,19.99,14.0,8.95
6065042802,Riverside,Perris,6151,5.623399693,9.050069809,0.046056984,309.977,0.060610845,44.14,18.76,11.9,5.57
6065042902,Riverside,Perris,4701,4.654185381,8.246211651,0.00751999,190.199,0.059925914,43.71,18.83,15.0,6.5
6065042903,Riverside,Perris,5160,3.932499934,8.232176293,0.002822718,258.318,0.060964675,44.21,18.76,14.3,7.53
6065042905,Riverside,Perris,4893,4.931716306,8.896784342,0.018695738,1634.862,0.061326306,44.14,18.76,14.4,8.77
6065042906,Riverside,Perris,5776,4.084754747,8.66441734,0.005047703,350.797,0.061326306,44.14,18.76,14.4,8.24
6065042907,Riverside,Perris,3619,5.31275435,8.569350893,0.027171367,215.496,0.059270211,43.43,18.65,15.9,5.9
6065042908,Riverside,Perris,3951,4.398411054,8.860044098,0.021951175,361.114,0.060786796,44.14,18.76,15.1,6.44
6065043001,Riverside,Lake Elsinore,13010,5.388645817,7.850616069,0.039062661,1008.96,0.057187886,45.99,22.59,11.8,5.61
6065043003,Riverside,Lake Elsinore,7297,4.670682621,7.796010971,0.150009946,466.68,0.05760774,45.86,22.67,11.9,4.79
6065043005,Riverside,Lake Elsinore,5740,5.337623702,8.267818157,0.04086404,1969.379,0.058642489,42.82,22.01,12.5,5.52
6065043006,Riverside,Lake Elsinore,4729,6.040687941,8.084854762,0.056843367,1321.829,0.058041553,45.83,22.66,13.1,6.64
6065043007,Riverside,Lake Elsinore,7563,4.827401972,7.972221915,0.040123153,3208.102,0.058489789,31.03,14.75,9.5,4.69
6065043008,Riverside,Lake Elsinore,5828,4.332320869,7.452006483,0.031975261,311.873,0.056915516,43.15,21.51,10.8,5.15
6065043009,Riverside,Lake Elsinore,5734,2.951738595,8.173799324,0.008457427,243.473,0.058338745,45.86,22.67,10.5,3.78
6065043010,Riverside,Lake Elsinore,5310,2.936163367,8.032164574,0.007578261,268.852,0.057895369,45.86,22.67,11.2,4.19
6065043201,Riverside,Temecula,3881,3.717947715,8.432024956,0.193694154,265.887,0.051966208,29.01,15.56,9.1,3.07
6065043202,Riverside,Temecula,6083,3.537077,8.256539345,0.01035339,503.245,0.049381949,25.39,13.73,9.1,3.03
6065043203,Riverside,Temecula,2679,3.479809607,7.118118318,0.00563062,409.363,0.048335857,26.24,13.58,10.5,6.25
6065043204,Riverside,Winchester,8904,2.331695176,8.124641895,0.014070992,375.728,0.05428061,32.09,22.69,9.5,3.81
6065043205,Riverside,Winchester,5363,2.514373222,8.187196096,0.015865739,468.167,0.053967817,32.07,22.6,9.3,5.07
6065043206,Riverside,Murrieta,8491,4.037346192,8.019491673,0.058385497,3533.258,0.052957513,37.75,16.41,10.2,4.59
6065043207,Riverside,Temecula,4540,4.139316642,8.099525452,0.024653832,959.865,0.04894338,25.39,13.73,9.0,6.38
6065043208,Riverside,Temecula,4698,3.217118535,8.035571098,0.007172125,596.493,0.04864293,25.39,13.73,9.5,4.98
6065043209,Riverside,Murrieta,3431,3.347876359,8.424583753,0.01316702,957.881,0.052637825,31.42,19.46,11.8,3.36
6065043210,Riverside,Murrieta,4203,2.819843007,8.316826105,0.009380849,807.345,0.052957513,31.42,19.46,11.5,4.08
6065043211,Riverside,Murrieta,7083,3.7580072,8.16981411,0.060544737,2857.349,0.05285211,31.42,19.46,10.3,6.17
6065043216,Riverside,Temecula,7101,5.654355734,8.628646088,0.095829043,2051.259,0.050872702,28.63,13.89,9.2,5.28
6065043217,Riverside,Temecula,3149,3.910824055,8.567785581,0.026502243,816.227,0.051371972,28.07,14.04,10.2,5.58
6065043218,Riverside,Temecula,5347,3.162661745,8.501004791,0.010537839,267.246,0.051493425,28.07,14.04,10.0,4.41
6065043220,Riverside,Temecula,4842,4.946533498,8.481194496,0.053570863,794.728,0.050483698,26.47,13.85,10.2,6.05
6065043222,Riverside,Temecula,5391,5.482166527,8.309495687,0.045461142,1796.231,0.049666459,26.0,13.67,11.2,5.39
6065043227,Riverside,Wildomar,8120,3.914575579,7.903105259,0.054630492,2714.797,0.054175206,44.25,17.7,9.0,4.64
6065043228,Riverside,Murrieta,4773,4.069345902,7.895359039,0.079095998,2687.493,0.05336782,37.94,16.32,8.8,5.49
6065043229,Riverside,Murrieta,4659,2.990972669,7.915579915,0.01662801,620.742,0.0537649,37.94,16.32,13.3,4.67
6065043235,Riverside,Winchester,12852,2.953163724,8.175067008,0.012158889,413.948,0.054825212,31.8,21.05,9.2,5.92
6065043246,Riverside,Temecula,6214,4.337952525,8.110144104,0.020937164,486.868,0.050614782,25.47,13.74,9.4,6.04
6065043248,Riverside,Temecula,4097,2.847098751,8.092980385,0.004915285,0.0,0.04894338,25.39,13.73,8.9,2.83
6065043252,Riverside,Temecula,9926,3.605117052,7.963537312,0.004515059,1176.999,0.048335857,25.39,13.73,8.7,5.02
6065043254,Riverside,Temecula,5423,5.057027727,7.588739697,0.020989018,2885.433,0.047373421,26.35,12.99,9.9,4.4
6065043256,Riverside,Temecula,3347,3.949925062,8.266572952,0.014559322,863.993,0.049381949,25.39,13.73,9.0,3.27
6065043262,Riverside,Temecula,4702,4.442427779,8.334644318,0.018390627,602.839,0.050614782,26.03,13.8,8.9,4.36
6065043264,Riverside,Temecula,8040,3.956776677,8.258156538,0.01479706,324.449,0.050217203,25.39,13.73,9.4,4.04
6065043265,Riverside,Temecula,7365,4.472696175,8.296663602,0.016111262,674.35,0.050217203,25.39,13.73,8.8,3.66
6065043266,Riverside,Temecula,5459,3.98964762,8.462972641,0.025884613,716.517,0.050744445,28.07,14.04,9.4,5.33
6065043267,Riverside,Temecula,5623,4.273205755,8.367068836,0.01762512,618.303,0.050999568,27.96,14.03,10.8,4.3
6065043270,Riverside,Wildomar,5682,4.696175918,7.856804252,0.064358612,2687.466,0.054713904,54.67,19.98,11.1,4.33
6065043271,Riverside,Wildomar,5170,3.763263774,7.824449539,0.014304959,351.025,0.054713904,54.34,19.91,10.8,5.21
6065043272,Riverside,Murrieta,5399,3.717605271,7.277039043,0.003571852,377.066,0.052637825,43.75,17.73,12.0,5.76
6065043274,Riverside,Wildomar,2390,3.184865804,7.993842006,0.007367199,270.099,0.056388274,38.38,20.05,11.0,3.64
6065043276,Riverside,Wildomar,3515,3.551462448,7.924936158,0.017942471,2972.626,0.054937741,54.67,19.98,10.6,6.72
6065043278,Riverside,Murrieta,6597,4.542674418,8.040206637,0.034540979,3451.859,0.054713904,39.26,16.77,8.6,6.79
6065043279,Riverside,Menifee,5040,4.70567157,7.96624749,0.020718744,2331.921,0.055760747,49.09,19.93,10.3,3.91
6065043292,Riverside,Temecula,4241,4.545836571,7.608785291,0.007488194,219.794,0.05336782,30.34,15.74,10.9,4.62
6065043293,Riverside,Temecula,3413,4.142441679,7.348775633,0.003034373,176.444,0.05161356,37.8,15.33,11.4,5.0
6065043294,Riverside,Winchester,4640,1.910051024,8.150629997,0.0078191,222.505,0.05336782,32.09,22.69,9.5,6.2
6065043295,Riverside,Winchester,5417,3.081975732,8.158584595,0.015264351,463.044,0.05356636,32.07,22.6,9.1,4.57
6065043296,Riverside,Murrieta,5529,3.039674644,8.378997939,0.013144246,629.975,0.052637825,31.2,19.13,8.6,2.76
6065043297,Riverside,Winchester,9808,4.15325338,8.116982132,0.030598191,263.983,0.051732393,30.8,18.84,8.8,3.95
6065043298,Riverside,Murrieta,5195,3.028108567,8.43002367,0.009721102,868.413,0.052081217,30.78,18.43,11.1,3.75
6065043304,Riverside,Hemet,9150,3.647678965,7.388652123,0.006828627,113.645,0.056517937,60.24,18.82,13.1,5.92
6065043306,Riverside,Hemet,5390,4.887774626,8.995558739,0.028542982,645.239,0.058489789,63.25,18.6,13.6,8.51
6065043307,Riverside,Hemet,6823,4.249236412,8.688031832,0.026117706,488.765,0.058189339,77.22,22.47,15.9,5.07
6065043308,Riverside,Hemet,2820,4.715035316,8.344165802,0.122708478,441.872,0.058796863,58.12,18.36,12.1,6.21
6065043309,Riverside,Hemet,3467,5.024157519,8.426736832,0.128572715,584.543,0.058952929,60.05,18.78,13.5,5.4
6065043310,Riverside,Hemet,3674,4.423465097,8.303673108,0.106875582,425.493,0.058796863,53.8,17.43,13.5,5.37
6065043311,Riverside,Hemet,2335,4.162858109,8.374845505,0.079919722,343.778,0.058796863,53.8,17.43,12.9,8.25
6065043312,Riverside,Hemet,5100,4.285810709,8.393749237,0.028402854,545.398,0.058338745,70.96,21.13,12.4,6.06
6065043313,Riverside,Hemet,3609,3.380371883,8.298282623,0.020403785,255.847,0.058489789,56.33,17.97,12.1,6.22
6065043314,Riverside,Hemet,4235,3.049699941,8.17614603,0.025598381,186.853,0.058338745,53.8,17.43,13.1,7.01
6065043315,Riverside,Hemet,2430,3.315519481,8.17041111,0.021746594,122.735,0.058338745,53.8,17.43,11.6,7.14
6065043316,Riverside,Hemet,3690,3.333543853,8.626921415,0.015814059,548.367,0.058041553,63.26,18.6,15.9,7.91
6065043318,Riverside,Hemet,5374,3.546452108,8.80501461,0.009798392,215.815,0.058189339,61.78,18.19,16.8,8.3
6065043319,Riverside,Hemet,6127,3.636570599,8.466768795,0.008719485,259.796,0.057187886,61.81,18.45,10.5,7.6
6065043401,Riverside,Hemet,6626,6.416480647,8.508591175,0.126619913,471.613,0.058952929,76.93,22.42,15.0,7.5
6065043403,Riverside,Hemet,3318,4.303037398,8.489215851,0.036991992,353.799,0.058489789,76.02,22.22,14.2,7.07
6065043404,Riverside,Hemet,2454,4.101881567,8.796852112,0.030448158,264.417,0.058642489,77.4,22.52,21.7,7.41
6065043405,Riverside,Hemet,5117,5.145672319,8.674838543,0.100572258,529.843,0.059110705,75.91,22.11,20.0,6.44
6065043503,Riverside,Hemet,3764,5.025490614,8.860071182,0.078741885,646.853,0.059110705,63.79,18.75,14.3,7.55
6065043505,Riverside,Hemet,3810,4.472446061,8.652786732,0.041420774,283.612,0.059431466,64.68,18.99,22.9,4.92
6065043506,Riverside,San Jacinto,8356,3.650598802,8.577485561,0.027220947,313.421,0.059925914,59.14,18.24,14.3,7.1
6065043509,Riverside,San Jacinto,5403,3.940927788,8.293705106,0.019119319,389.54,0.060786796,54.23,20.87,15.1,5.3
6065043512,Riverside,San Jacinto,7215,3.004230358,8.505049706,0.020578222,442.002,0.059759298,54.54,21.01,13.6,6.76
6065043513,Riverside,San Jacinto,3010,3.069612728,8.440835953,0.019645433,428.93,0.059759298,54.44,20.52,14.7,7.34
6065043517,Riverside,San Jacinto,8846,5.572596139,8.324444394,0.034282203,598.772,0.061695908,39.68,14.72,11.5,4.61
6065043518,Riverside,Hemet,5740,3.715733456,8.685897827,0.026342936,463.769,0.059759298,60.51,17.98,10.2,6.41
6065043520,Riverside,Hemet,2463,4.509314214,8.68387866,0.029241602,680.973,0.059431466,58.71,17.86,14.2,5.81
6065043521,Riverside,Hemet,4097,4.628713351,8.551630974,0.037355208,443.945,0.059594489,73.01,21.89,17.1,5.71
6065043522,Riverside,San Jacinto,2722,4.231252305,8.496353388,0.039881925,322.85,0.059925914,60.47,20.09,11.4,4.58
6065043523,Riverside,San Jacinto,3248,4.261081751,8.471287251,0.044624224,395.426,0.059270211,56.29,20.05,13.7,6.29
6065043524,Riverside,Hemet,4911,2.864772391,8.45923837,0.016729498,473.238,0.059270211,54.16,19.16,11.8,9.25
6065043601,Riverside,San Jacinto,5437,3.343185869,8.497601509,0.016520566,241.959,0.060094357,54.54,21.01,13.7,7.93
6065043602,Riverside,San Jacinto,3563,3.656846103,8.424612999,0.027652848,317.309,0.060264646,52.72,20.2,14.9,5.33
6065043701,Riverside,Hemet,4236,4.074501973,7.590739409,0.023232334,350.424,0.057895369,53.8,17.43,14.6,7.12
6065043702,Riverside,Hemet,4959,3.447373449,8.339647293,0.04774134,376.098,0.058952929,53.8,17.43,14.0,5.96
6065043703,Riverside,Hemet,3399,3.700840052,8.222032547,0.016445256,437.75,0.058796863,53.8,17.43,13.5,5.58
6065043802,Riverside,Calimesa,7421,4.365663672,8.120046752,0.042536741,1281.643,0.066340819,27.81,20.61,10.9,5.17
6065043807,Riverside,Beaumont,6598,3.233253734,8.023149888,0.008392868,281.26,0.064740417,43.32,21.02,11.4,4.94
6065043809,Riverside,Beaumont,7384,3.536222587,7.637387622,0.00238375,166.302,0.064961637,44.28,21.34,11.6,5.35
6065043810,Riverside,Beaumont,4919,4.832897906,8.173102856,0.063890131,2000.048,0.064961637,43.14,21.01,14.6,7.21
6065043813,Riverside,Banning,3896,4.894567852,7.311133011,0.030658346,1576.189,0.062459735,60.8,25.76,12.6,4.35
6065043818,Riverside,Beaumont,4016,3.812396172,8.257762432,0.191317771,1347.284,0.064305149,46.76,21.7,9.7,6.75
6065043820,Riverside,Beaumont,5869,4.623534899,8.281199137,0.04455783,1675.151,0.063879268,44.87,21.32,13.0,6.61
6065043821,Riverside,Beaumont,5872,4.770370057,8.266372681,0.22700365,1278.753,0.064305149,43.32,21.02,10.9,5.97
6065043822,Riverside,Moreno Valley,3622,6.478526513,8.128124952,0.051863014,1057.832,0.063879268,40.34,19.72,9.7,6.9
6065043823,Riverside,Calimesa,13619,5.303252048,8.146334529,0.059412469,1446.856,0.066579582,40.82,20.73,8.8,6.62
6065043824,Riverside,Beaumont,5239,4.490157369,7.86011176,0.018431744,1184.164,0.065639951,33.86,20.83,14.8,8.57
6065043900,Riverside,Beaumont,6105,4.33926024,8.24525547,0.11124596,190.581,0.064521597,43.32,21.02,11.1,7.36
6065044000,Riverside,Beaumont,1900,6.737508689,8.404710134,0.350066759,1568.739,0.064091048,43.32,21.02,13.6,4.85
6065044101,Riverside,Banning,2817,5.551673199,8.403595924,0.355014882,2115.709,0.063462574,68.4,25.94,13.9,8.88
6065044102,Riverside,Banning,3360,4.394842492,8.266812563,0.344435734,143.974,0.063462574,68.4,25.94,13.5,6.05
6065044103,Riverside,Banning,7023,4.647965414,8.245740732,0.189377772,1571.239,0.064091048,67.39,25.74,14.6,4.98
6065044104,Riverside,Banning,3001,2.894844192,7.241915226,0.002554503,96.399,0.064521597,66.67,25.69,12.1,6.61
6065044200,Riverside,Banning,5783,5.459224531,8.164890289,0.155843405,1225.988,0.063054867,68.4,25.94,15.1,7.67
6065044300,Riverside,Banning,4749,4.915628915,8.391814073,0.08471052,1582.113,0.062854323,68.4,25.94,12.8,7.67
6065044403,Riverside,Mountain Center,3607,4.676240975,6.926011366,0.002582997,271.847,0.055051503,44.16,12.58,14.7,7.06
6065044404,Riverside,Idyllwild,2416,4.067961376,6.747299281,0.003309783,165.893,0.058642489,54.93,13.86,11.9,4.44
6065044405,Riverside,Mountain Center,1578,4.317119616,6.671201677,0.004350855,178.113,0.058952929,37.85,14.21,10.7,4.5
6065044406,Riverside,Hemet,2519,3.608396512,7.004193575,0.000978469,106.25,0.052307507,37.68,14.09,14.0,8.6
6065044407,Riverside,Mountain Center,2659,3.583324026,6.607532666,0.003173303,146.632,0.054825212,52.67,11.85,12.5,4.38
6065044505,Riverside,Thousand Palms,6952,5.312282223,10.0530262,0.096840672,1460.1,0.05760774,30.9,13.26,15.4,4.93
6065044507,Riverside,Desert Hot Springs,7518,3.893980502,8.715741839,0.00873124,230.166,0.060786796,58.21,15.05,13.5,5.3
6065044509,Riverside,Desert Hot Springs,5545,3.549608395,8.370833397,0.014506773,161.621,0.060786796,58.2,15.05,13.8,5.81
6065044510,Riverside,Desert Hot Springs,6222,3.359359817,8.502477169,0.020219727,228.122,0.060436802,58.2,15.05,11.5,5.98
6065044515,Riverside,Desert Hot Springs,3871,3.596864783,8.864653206,0.009602147,315.48,0.060436802,58.2,15.05,15.5,5.45
6065044516,Riverside,Desert Hot Springs,7035,2.730629487,8.58960495,0.007776886,289.915,0.060264646,58.09,15.01,13.6,6.07
6065044517,Riverside,Desert Hot Springs,2471,2.22655344,7.947351774,0.0035222,216.17,0.061144505,58.2,15.05,13.4,6.29
6065044518,Riverside,Desert Hot Springs,7473,2.511517273,7.877836054,0.003682688,116.761,0.060786796,58.2,15.05,11.7,5.1
6065044520,Riverside,Desert Hot Springs,1023,4.578602588,9.33842146,0.009395972,1215.649,0.058642489,34.26,11.75,17.1,2.6
6065044521,Riverside,Whitewater,1427,3.690168638,7.695859668,0.02846839,1578.956,0.061695908,63.27,23.17,15.9,8.11
6065044523,Riverside,Desert Hot Springs,1929,2.920727729,8.342318131,0.001402574,409.572,0.059759298,47.89,11.47,16.6,5.26
6065044524,Riverside,Desert Hot Springs,2897,4.503950071,8.234063881,0.031069122,1077.655,0.061144505,54.44,13.46,14.8,6.46
6065044602,Riverside,Palm Springs,2711,3.501648944,9.00508976,0.058821644,458.042,0.059594489,45.59,12.02,14.7,3.53
6065044604,Riverside,Palm Springs,3206,2.773007659,9.616294384,0.023515914,540.184,0.059594489,45.59,12.02,14.6,4.41
6065044605,Riverside,Palm Springs,5831,3.534382093,9.116072083,0.016531235,486.701,0.059925914,45.59,12.02,13.7,6.67
6065044606,Riverside,Palm Springs,3056,3.78740175,8.259953267,0.040945091,540.303,0.060436802,45.28,12.06,15.5,5.71
6065044701,Riverside,Palm Springs,3239,3.846317423,9.08956337,0.075380896,535.644,0.059110705,43.21,11.94,14.6,3.75
6065044702,Riverside,Cathedral City,2094,4.100524139,9.59360218,0.025721979,890.316,0.058796863,35.95,11.94,14.6,7.39
6065044804,Riverside,Palm Springs,2614,4.408374988,9.527651787,0.038932751,640.776,0.058642489,22.37,11.24,15.2,4.96
6065044904,Riverside,Palm Springs,5575,4.092426885,9.45581993,0.108429658,985.294,0.060264646,34.91,11.97,12.3,5.78
6065044907,Riverside,Cathedral City,5102,3.240399304,9.579964638,0.021102537,787.807,0.058489789,33.53,11.93,13.9,3.43
6065044911,Riverside,Palm Desert,4855,3.180988658,9.553096226,0.023226351,695.304,0.055639295,22.54,8.82,11.7,8.01
6065044916,Riverside,Cathedral City,5157,2.892453235,9.686246872,0.021730142,697.945,0.057895369,28.55,11.03,16.5,6.29
6065044921,Riverside,Rancho Mirage,2780,3.042696538,10.24832996,0.02725511,1049.812,0.05746626,20.13,9.56,14.5,3.77
6065044922,Riverside,Palm Desert,6808,3.959503669,10.23161888,0.184966432,1265.608,0.056915516,22.54,8.8,10.4,3.68
6065044923,Riverside,Cathedral City,3136,3.288177853,10.01436043,0.093186096,655.653,0.058952929,34.2,11.97,11.4,4.61
6065044924,Riverside,Cathedral City,3106,2.502138777,9.959734917,0.013489003,585.249,0.058796863,34.2,11.97,12.9,6.72
6065044925,Riverside,Cathedral City,3728,2.625729006,9.633976936,0.022152066,623.495,0.058796863,34.2,11.97,11.4,4.24
6065044926,Riverside,Cathedral City,5067,3.239935791,9.763656616,0.042535221,838.866,0.058642489,34.2,11.97,13.4,3.72
6065044927,Riverside,Palm Desert,3663,3.470701908,9.75587678,0.05986105,721.11,0.056007661,22.57,8.86,12.7,5.81
6065044928,Riverside,Palm Desert,3945,3.13413087,9.551742145,0.024528974,643.45,0.056133151,22.55,8.73,12.0,3.16
6065044929,Riverside,Palm Desert,3920,2.808695765,9.592224121,0.042744372,711.724,0.056517937,21.66,8.46,14.3,4.0
6065044930,Riverside,Palm Desert,3185,3.565647044,9.591600037,0.041169465,620.567,0.056388274,22.25,8.14,12.6,6.06
6065044931,Riverside,Cathedral City,2546,2.855610825,9.964650154,0.027215753,815.895,0.058338745,33.41,11.84,12.7,6.49
6065044932,Riverside,Cathedral City,2758,2.839200588,9.994458199,0.01813259,825.504,0.058489789,32.72,11.73,12.5,7.06
6065044933,Riverside,Cathedral City,3628,3.332846795,9.512272835,0.024875156,881.066,0.058338745,34.2,11.97,12.7,4.33
6065044934,Riverside,Cathedral City,2604,3.512530969,9.717237473,0.039630254,843.131,0.058338745,34.2,11.97,17.3,5.14
6065045000,Riverside,Cathedral City,3009,4.298368149,9.202514172,0.051906915,858.943,0.057750771,33.27,11.89,15.4,3.26
6065045103,Riverside,Rancho Mirage,3086,3.2444238,8.623934246,0.016859985,926.203,0.057050959,20.22,9.6,14.6,4.63
