census_tract,county,location,population,PollutionScore,pm25,diesel_pm,traffic_density,ozone,asthma,cardiovascular_disease,diabetes,low_birth_weight
6001400100,Alameda,Berkeley,3094,4.369906448,7.135386603,0.0957385,934.715,0.029250507,17.36,7.29,9.1,7.03
6001400200,Alameda,Oakland,2093,5.046525354,7.348712921,0.171673487,1753.647,0.028515942,20.69,7.04,7.0,4.13
6001400300,Alameda,Oakland,5727,4.971513032,7.446539164,0.1553872,1617.707,0.028515942,26.72,7.51,7.4,4.51
6001400400,Alameda,Oakland,4395,4.986182729,7.451337814,0.160766951,1253.706,0.028515942,37.93,8.89,6.5,3.06
6001400500,Alameda,Oakland,3822,4.496636324,7.451337814,0.133438624,484.944,0.028515942,49.55,9.87,7.2,5.5
6001400600,Alameda,Oakland,1957,4.961164956,7.491271973,0.165274092,2178.173,0.028515942,53.81,10.46,7.1,4.64
6001400700,Alameda,Emeryville,4404,5.455871269,7.636166096,0.156656942,541.675,0.02814261,60.82,8.86,7.9,5.54
6001400800,Alameda,Emeryville,4583,5.219636401,7.758163929,0.082904671,451.228,0.02814261,61.19,8.49,7.9,6.49
6001400900,Alameda,Emeryville,2752,5.893962027,7.636166096,0.174906742,330.312,0.02814261,63.95,8.38,7.5,10.87
6001401000,Alameda,Emeryville,6529,6.102963286,7.654388905,0.334390143,1347.604,0.02814261,60.64,9.06,7.3,6.14
6001401100,Alameda,Oakland,5627,5.749499832,7.539982796,0.238908699,1384.999,0.02814261,53.26,10.4,6.1,5.28
6001401200,Alameda,Oakland,3068,5.387505785,7.539982796,0.189115909,586.059,0.02814261,50.56,10.08,6.1,4.98
6001401300,Alameda,Oakland,4368,6.023960828,7.578202248,0.55050413,1326.358,0.02814261,58.85,8.78,8.2,4.07
6001401400,Alameda,Emeryville,4876,7.149188038,7.623111248,0.411078743,1538.734,0.02814261,61.24,8.86,10.3,8.22
6001401500,Alameda,Emeryville,2827,6.79276752,7.644100666,0.18623622,922.994,0.02814261,66.24,8.48,9.5,5.2
6001401600,Alameda,Oakland,2617,6.811966827,7.644100666,0.177355941,630.378,0.02814261,75.12,8.72,8.5,5.68
6001401700,Alameda,Oakland,3519,6.853906482,8.059798241,1.139063672,2538.271,0.02814261,73.31,8.78,8.0,5.61
6001401800,Alameda,Oakland,1816,6.494727129,7.787267685,0.337434095,276.449,0.02814261,77.79,8.97,7.9,7.75
6001402200,Alameda,Oakland,2385,7.245837142,7.873291016,0.58367154,1070.55,0.02814261,77.79,8.97,9.2,5.3
6001402400,Alameda,Oakland,2727,6.350037969,7.649139881,0.143878893,407.194,0.02814261,77.79,8.97,14.1,7.75
6001402500,Alameda,Oakland,1877,7.026406424,7.812970638,0.376440555,889.925,0.02814261,77.79,8.97,12.4,11.0
6001402600,Alameda,Oakland,1255,6.341123025,7.812970638,0.517797202,1196.081,0.02814261,74.45,8.46,17.4,5.88
6001402700,Alameda,Oakland,2056,6.611273653,7.666647911,0.353898258,934.299,0.02814261,72.54,8.17,8.5,8.0
6001402801,Alameda,Oakland,2911,5.788858531,7.666647911,1.027783186,663.882,0.02814261,64.42,6.92,8.6,8.55
6001402900,Alameda,Oakland,2111,5.767085079,7.885183334,0.938665478,413.807,0.02814261,64.42,6.92,12.8,6.32
6001403000,Alameda,Oakland,3125,6.025192933,7.805913925,0.943141004,962.944,0.02814261,75.29,8.59,20.9,8.25
6001403100,Alameda,Oakland,2174,6.00346685,7.805913925,0.85836353,1145.853,0.02814261,75.37,8.6,9.5,5.56
6001403301,Alameda,Oakland,1807,6.117633433,8.243556976,0.925226315,1095.338,0.02814261,76.99,8.85,17.3,4.12
6001403302,Alameda,Oakland,2687,6.195118758,8.243556976,0.499131796,1230.89,0.02814261,77.3,9.02,5.4,8.05
6001403401,Alameda,Oakland,2641,5.627445443,7.885183334,0.272872706,423.043,0.02814261,63.73,7.18,10.3,8.4
6001403402,Alameda,Oakland,955,5.430679344,7.885183334,0.87289283,353.783,0.02814261,66.14,7.18,7.3,7.61
6001403501,Alameda,Oakland,5421,5.595127874,7.730716228,0.440914697,871.229,0.02814261,39.49,7.03,8.0,5.38
6001403502,Alameda,Oakland,1885,5.408808028,7.730716228,0.393936623,1436.305,0.02814261,30.96,7.37,6.0,7.09
6001403600,Alameda,Oakland,4902,5.444978941,7.594585896,0.233673574,2305.891,0.02814261,34.01,7.83,6.8,4.73
6001403701,Alameda,Oakland,2875,4.795050804,7.730716228,0.221233902,497.759,0.02814261,37.58,7.72,7.7,3.65
6001403702,Alameda,Oakland,2264,5.335401489,7.594585896,0.200399762,1736.185,0.02814261,36.3,8.01,7.3,3.42
6001403800,Alameda,Oakland,3996,4.573899704,7.489187717,0.107487302,1068.621,0.02814261,33.78,7.81,7.2,7.07
6001403900,Alameda,Oakland,3864,4.815773982,7.45396471,0.126627219,1744.468,0.02814261,30.89,7.54,6.6,4.37
6001404000,Alameda,Oakland,2984,4.865152418,7.45396471,0.22235356,849.557,0.02814261,25.5,7.08,6.6,6.17
6001404101,Alameda,Oakland,3155,3.690959172,7.440168381,0.079048372,414.826,0.02814261,28.56,7.45,6.8,1.81
6001404102,Alameda,Oakland,2623,3.660928936,7.45396471,0.087070746,427.381,0.02814261,25.37,7.07,8.5,4.1
6001404200,Alameda,Oakland,3584,4.346784661,7.291156928,0.061028965,1414.067,0.028515942,19.0,6.63,7.3,4.51
6001404300,Alameda,Oakland,3510,4.437655065,7.271649361,0.212099433,1928.755,0.028515942,18.42,6.65,8.0,4.45
6001404400,Alameda,Oakland,5657,3.539194433,7.077786922,0.127860874,2081.451,0.029250507,22.08,6.85,8.0,5.78
6001404501,Alameda,Oakland,1830,3.715112298,7.225663662,0.067379717,1572.209,0.028885227,23.83,6.89,8.2,4.63
6001404502,Alameda,Oakland,6038,3.515896242,7.029045343,0.049826615,981.239,0.029250507,23.54,6.85,7.5,3.33
6001404600,Alameda,Oakland,4767,3.514122392,7.03829565,0.041172654,990.412,0.029250507,26.27,7.08,8.4,3.33
6001404700,Alameda,Oakland,2223,3.760321741,7.216067314,0.072283683,1304.433,0.028885227,37.12,7.94,8.1,8.97
6001404800,Alameda,Oakland,2622,3.254636128,7.397690296,0.047477134,334.539,0.028515942,41.3,8.27,9.2,6.98
6001404900,Alameda,Oakland,4798,4.775686876,7.520214081,0.108726129,1686.735,0.02814261,41.06,8.26,9.2,3.21
6001405000,Alameda,Oakland,3670,4.327478411,7.422410488,0.057990295,1416.429,0.02814261,36.71,7.98,8.1,5.33
6001405100,Alameda,Oakland,4451,4.114988461,7.455799103,0.054946825,1073.84,0.02814261,33.42,7.77,8.6,7.06
6001405200,Alameda,Oakland,4916,5.487162942,7.610836506,0.107227103,1697.739,0.02814261,48.98,9.0,8.3,3.8
6001405301,Alameda,Oakland,2934,4.191351721,7.721553326,0.085618068,374.708,0.02814261,60.83,9.92,6.7,6.03
6001405302,Alameda,Oakland,2560,5.614797769,7.721553326,0.192485462,333.471,0.02814261,65.66,10.15,11.2,3.62
6001405401,Alameda,Oakland,3733,5.608696803,7.981669903,0.111529035,308.835,0.02814261,64.79,10.23,9.9,4.38
6001405402,Alameda,Oakland,3325,5.7618027,7.981669903,0.138927963,283.424,0.02814261,64.79,10.23,12.0,8.7
6001405500,Alameda,Oakland,3574,4.754166329,7.807017326,0.062004978,292.593,0.02814261,64.79,10.23,9.6,8.1
6001405600,Alameda,Oakland,3153,5.132940252,7.610836506,0.125128781,1324.012,0.02814261,51.79,9.22,9.7,4.89
6001405700,Alameda,Oakland,3553,5.198446242,7.61452055,0.112775405,1589.671,0.02814261,51.05,9.18,12.3,5.35
6001405800,Alameda,Oakland,4329,4.457201637,7.807017326,0.042047698,346.344,0.02814261,65.05,10.66,12.6,5.68
6001405901,Alameda,Oakland,4206,6.100511164,7.895016193,0.231620036,315.723,0.02814261,65.01,10.6,13.0,5.86
6001405902,Alameda,Oakland,2994,5.596108112,7.807017326,0.100209332,286.939,0.02814261,64.79,10.23,13.3,8.41
6001406000,Alameda,Oakland,4638,7.084138429,7.986445427,0.43589092,1715.884,0.02814261,65.45,10.36,11.9,9.09
6001406100,Alameda,Oakland,5379,7.099000381,7.848654032,0.454414648,1646.631,0.02814261,66.51,13.09,11.5,8.29
6001406201,Alameda,Oakland,5191,5.874625761,7.625162125,0.379782759,330.387,0.02814261,66.55,13.15,13.0,7.28
6001406202,Alameda,Oakland,4958,5.99262776,7.625162125,0.18367018,390.737,0.02814261,66.59,13.21,12.2,7.03
6001406300,Alameda,Oakland,4529,4.863018218,7.625162125,0.050372679,324.831,0.02814261,66.32,12.77,13.0,6.84
6001406400,Alameda,Oakland,2456,5.111943413,7.61452055,0.069353935,2060.159,0.02814261,57.44,11.11,14.7,4.48
6001406500,Alameda,Oakland,6405,5.297853419,7.502849102,0.077344606,428.6,0.02814261,61.98,12.31,12.2,5.18
6001406601,Alameda,Oakland,4476,4.656662431,7.420428276,0.100147529,2043.926,0.028515942,44.58,8.83,11.1,6.67
6001406602,Alameda,Oakland,2638,4.792558041,7.492058754,0.083901932,2149.508,0.02814261,41.3,8.27,11.8,8.53
6001406700,Alameda,Oakland,5718,4.064696783,7.355895996,0.058355198,1166.742,0.028515942,41.3,8.27,8.8,4.27
6001406800,Alameda,Oakland,3905,4.470703045,7.201588631,0.084012986,1472.288,0.028885227,45.54,8.78,9.3,6.34
6001406900,Alameda,Oakland,4535,3.954591408,7.336650848,0.066769028,931.944,0.028885227,50.03,9.32,9.4,6.41
6001407000,Alameda,Oakland,6315,4.811103999,7.449713707,0.079179621,1751.161,0.028515942,51.45,9.73,11.9,7.73
6001407101,Alameda,Oakland,3547,4.740420121,7.502849102,0.045467811,383.879,0.02814261,66.59,13.21,14.0,8.41
6001407102,Alameda,Oakland,4464,5.360734446,7.502849102,0.049804693,399.846,0.02814261,65.03,12.84,12.5,7.18
6001407200,Alameda,Oakland,6483,6.606562916,7.654201984,0.208370563,457.216,0.02814261,66.59,13.21,11.7,6.38
6001407300,Alameda,Oakland,2401,7.605596172,7.765455961,0.302375511,1576.824,0.02814261,74.65,14.39,11.1,5.32
6001407400,Alameda,Oakland,4268,6.126184363,7.614459991,0.107361009,471.185,0.02814261,70.08,13.72,11.6,6.44
6001407500,Alameda,Oakland,3687,4.853989656,7.614459991,0.083623366,419.091,0.02814261,87.76,16.22,12.8,8.32
6001407600,Alameda,Oakland,6793,5.111427881,7.560105324,0.062976944,374.119,0.02814261,63.51,12.49,10.3,7.02
6001407700,Alameda,Oakland,4261,3.329851527,7.459962845,0.048702097,326.952,0.028515942,67.3,12.54,9.9,8.36
6001407800,Alameda,Oakland,2710,4.679129987,7.392615795,0.103059079,2533.853,0.028885227,57.16,10.56,8.7,7.1
6001407900,Alameda,Oakland,3101,4.582638349,7.375741005,0.091513786,2558.866,0.028885227,51.32,9.54,8.4,5.88
6001408000,Alameda,Oakland,2767,3.254783235,7.147965431,0.04854799,1118.364,0.029250507,46.63,8.91,9.7,2.05
6001408100,Alameda,Oakland,7552,3.164551851,7.108630074,0.026413175,1290.156,0.029611826,70.87,13.03,9.9,5.14
6001408200,Alameda,Oakland,4743,3.476132473,7.376136303,0.04694828,486.701,0.028885227,90.52,16.36,10.2,6.37
6001408300,Alameda,Oakland,4555,4.684998083,7.363715649,0.129508789,2295.218,0.029250507,90.52,16.36,9.8,8.63
6001408400,Alameda,Oakland,4098,3.441636612,7.413083553,0.035752708,383.089,0.029250507,90.52,16.36,11.8,7.75
6001408500,Alameda,Oakland,5540,4.355851508,7.545167923,0.043646708,376.267,0.028885227,100.7,18.08,12.1,6.03
6001408600,Alameda,Oakland,6364,4.420141194,7.444863319,0.048629024,383.928,0.028885227,96.91,17.44,12.2,6.61
6001408700,Alameda,Oakland,7411,4.508824537,7.471838951,0.069344459,380.818,0.028515942,95.47,17.2,12.3,7.68
6001408800,Alameda,Oakland,7045,6.435445701,7.682508469,0.131757419,421.986,0.028515942,105.46,18.89,13.8,5.47
6001408900,Alameda,Oakland,4240,5.574009411,7.682508469,0.116090945,417.308,0.028515942,105.46,18.89,13.2,6.5
6001409000,Alameda,Oakland,4914,7.98922392,8.203286839,0.218742694,1627.1,0.028515942,92.18,18.61,13.6,7.69
6001409100,Alameda,Oakland,2388,7.152464474,7.958285332,0.276084098,2721.281,0.028885227,86.53,18.64,11.4,8.52
6001409200,Alameda,Oakland,3832,6.80040412,7.958285332,0.098948593,3609.722,0.028885227,81.27,17.93,11.3,8.21
6001409300,Alameda,Oakland,5577,6.303810973,7.856625557,0.081620595,622.311,0.028885227,85.3,18.47,12.8,3.56
6001409400,Alameda,Oakland,5032,6.257803959,7.757036209,0.207139581,581.242,0.028885227,92.5,18.72,11.4,6.28
6001409500,Alameda,Oakland,4502,5.868865942,7.823455572,0.240507468,344.251,0.028515942,105.46,18.89,13.1,8.25
6001409600,Alameda,Oakland,5313,4.298020768,7.659882545,0.029098222,317.383,0.028885227,100.49,18.76,11.8,6.57
6001409700,Alameda,Oakland,5061,3.539680202,7.499495983,0.015264927,360.666,0.029250507,90.96,17.46,13.4,6.94
6001409800,Alameda,Oakland,3405,5.002916221,7.375197649,0.384519583,1925.135,0.029611826,90.26,16.51,12.1,3.57
6001409900,Alameda,Oakland,3904,4.332025949,7.200475788,0.04937751,1288.815,0.030322754,88.96,16.09,11.4,5.67
6001410000,Alameda,Oakland,3053,5.069106475,7.505638361,0.047103244,1901.001,0.030322754,90.52,16.36,10.7,4.89
6001410100,Alameda,Oakland,2893,4.93381456,7.599431992,0.117667009,1894.72,0.029611826,86.69,16.46,11.7,7.2
6001410200,Alameda,Oakland,3545,4.205174866,7.752596378,0.057574798,354.457,0.029611826,83.93,18.0,10.8,5.61
6001410300,Alameda,Oakland,3967,4.298262676,7.659882545,0.035075645,418.876,0.029250507,86.53,18.64,12.1,6.55
6001410400,Alameda,Oakland,4633,4.037439703,7.667415619,0.049204677,410.481,0.029250507,83.47,18.23,12.5,6.71
6001410500,Alameda,Oakland,3056,7.036520681,7.649139881,0.188690403,745.594,0.02814261,77.79,8.97,13.1,11.87
6001420100,Alameda,Albany,2656,4.418770342,7.380785465,0.048441379,198.943,0.029250507,19.48,9.07,9.0,9.38
6001420200,Alameda,Albany,3225,4.660270101,7.526465893,0.050934893,311.328,0.029250507,20.39,9.06,8.0,2.66
6001420301,Alameda,Albany,2466,5.363467532,7.526465893,0.321712711,1646.175,0.029250507,22.73,8.99,8.5,6.29
6001420302,Alameda,Berkeley,2381,6.636025171,7.71707654,0.232740574,2216.616,0.029250507,23.5,9.13,7.7,3.11
6001420401,Alameda,Albany,1438,4.968403258,7.599176407,0.171565399,486.321,0.029250507,28.01,9.15,5.2,3.33
6001420402,Alameda,Berkeley,1607,6.246394659,7.769854069,0.364980016,2942.711,0.029250507,27.48,9.15,2.9,3.51
6001420500,Alameda,Albany,2474,5.199437365,7.599176407,0.075145842,358.556,0.029250507,18.89,9.11,8.0,4.9
6001420600,Alameda,Albany,3521,4.815001146,7.478205204,0.050386594,309.832,0.029250507,18.75,8.97,8.4,4.7
6001421100,Alameda,Berkeley,2127,2.43978257,7.147694588,0.01428455,159.155,0.029611826,15.74,7.44,9.0,7.22
6001421200,Alameda,Berkeley,3503,3.222564394,7.266202927,0.028837602,265.657,0.029250507,17.49,7.96,8.6,2.63
6001421300,Alameda,Berkeley,4041,4.452009191,7.340917587,0.045195464,299.136,0.029250507,20.03,8.28,8.9,3.29
6001421400,Alameda,Berkeley,1770,3.521557381,7.340917587,0.048227572,326.625,0.029250507,17.47,8.23,9.8,1.89
6001421500,Alameda,Berkeley,4122,2.550495849,7.147694588,0.012854904,138.034,0.029250507,15.3,7.32,9.0,5.08
6001421600,Alameda,Berkeley,3896,3.571821799,7.212329865,0.023297747,138.596,0.029250507,15.57,7.73,8.3,3.36
6001421700,Alameda,Berkeley,3427,4.41970598,7.340917587,0.083232484,375.021,0.029250507,19.36,8.85,7.3,0.72
6001421800,Alameda,Berkeley,2193,4.308196262,7.4814744,0.081230009,375.149,0.028885227,39.98,8.47,8.0,2.27
6001421900,Alameda,Berkeley,4109,5.480780595,7.582812786,0.06812246,390.581,0.028885227,31.18,9.25,8.1,4.82
6001422000,Alameda,Berkeley,2346,7.138188,7.863891072,0.209292714,2154.871,0.028515942,39.54,9.17,7.3,4.92
6001422100,Alameda,Berkeley,3103,5.726339333,7.787921906,0.084982772,370.519,0.028885227,39.43,9.21,8.0,6.45
6001422200,Alameda,Berkeley,3239,5.620384589,7.582812786,0.069476912,403.383,0.028885227,38.47,9.34,7.1,3.52
6001422300,Alameda,Berkeley,3626,4.785799314,7.4814744,0.168518199,387.582,0.028885227,42.16,8.64,7.0,2.91
6001422400,Alameda,Berkeley,3970,5.132696569,7.314126015,0.270811257,443.628,0.028885227,18.35,8.56,4.8,4.07
6001422500,Alameda,Berkeley,4546,4.90994033,7.314126015,0.206758176,420.079,0.029250507,16.93,8.99,4.4,2.11
6001422902,Alameda,Berkeley,2370,4.395251183,7.545329094,0.273917624,402.297,0.028885227,18.27,7.4,7.5,7.69
6001423000,Alameda,Berkeley,4526,5.157971359,7.545329094,0.182461991,522.644,0.028885227,42.65,8.41,6.7,3.32
6001423100,Alameda,Berkeley,4187,5.887393904,7.663276672,0.084062862,504.204,0.028515942,38.48,9.34,9.9,5.95
6001423200,Alameda,Berkeley,2874,6.222929033,7.988081455,0.180238339,386.01,0.028515942,39.47,9.2,9.5,7.0
6001423300,Alameda,Berkeley,3438,6.301150333,7.750914097,0.213220137,578.633,0.028515942,38.53,9.33,10.2,5.05
6001423400,Alameda,Berkeley,5581,5.571325764,7.594517708,0.244623026,541.739,0.028515942,42.72,8.53,7.8,5.52
6001423500,Alameda,Berkeley,3537,4.595860171,7.417759895,0.264099776,468.094,0.028515942,24.32,7.73,7.9,4.64
6001423601,Alameda,Berkeley,2717,4.689359022,7.417759895,0.254480845,559.695,0.028885227,16.82,7.69,6.1,2.44
6001423602,Alameda,Berkeley,6739,4.094067654,7.347732067,0.18622042,393.597,0.028885227,10.19,7.1,5.8,5.62
6001423700,Alameda,Berkeley,3537,4.670859415,7.3139925,0.11535466,782.758,0.028885227,15.09,7.54,5.6,5.88
6001423800,Alameda,Berkeley,3460,4.77485246,7.254757404,0.212815441,527.514,0.028885227,19.12,7.67,8.0,6.85
6001423901,Alameda,Berkeley,2205,4.907704626,7.451337814,0.219227838,456.382,0.028515942,36.53,8.4,7.6,11.61
6001423902,Alameda,Berkeley,1541,4.609014287,7.417759895,0.259059072,613.714,0.028515942,23.07,8.13,7.3,6.33
6001424001,Alameda,Berkeley,3716,5.460318021,7.580814838,0.156211362,464.954,0.028515942,44.9,8.54,7.9,4.72
6001424002,Alameda,Berkeley,2591,5.956971711,7.758163929,0.137855687,657.39,0.028515942,43.11,9.17,8.2,6.45
6001425101,Alameda,Emeryville,1677,6.474361746,7.854456663,0.67749613,3483.21,0.02814261,52.17,8.77,8.4,4.21
6001425102,Alameda,Emeryville,3901,6.600109111,7.824943542,1.260161043,2868.037,0.02814261,63.95,8.38,4.7,3.99
6001425103,Alameda,Emeryville,3108,5.631316131,7.776935101,0.642133417,380.86,0.02814261,63.95,8.38,5.7,5.84
6001425104,Alameda,Emeryville,4070,6.403464694,7.753708363,0.299678049,759.285,0.02814261,63.95,8.38,8.1,5.42
6001426100,Alameda,Oakland,6160,3.53358031,7.326459408,0.023390716,277.956,0.028515942,26.81,7.16,8.1,4.08
6001426200,Alameda,Oakland,4852,3.843808342,7.413630009,0.050094804,361.457,0.02814261,26.41,7.12,8.6,4.39
6001427100,Alameda,Alameda,4146,5.988298009,7.908873558,0.144629433,340.324,0.02814261,36.15,11.08,8.2,4.87
6001427200,Alameda,Alameda,4371,6.674621949,8.073800087,0.298636004,369.453,0.02814261,36.15,11.08,9.9,4.89
6001427300,Alameda,Alameda,5357,5.581691521,8.037915826,0.162931583,433.247,0.02814261,36.15,11.08,9.9,5.45
6001427600,Alameda,Alameda,4839,5.558676726,7.951366425,0.110348891,365.105,0.02814261,36.15,11.08,8.8,5.97
6001427700,Alameda,Alameda,4883,5.11543049,7.94960928,0.081566287,314.594,0.02814261,36.15,11.08,8.6,5.69
6001427800,Alameda,Alameda,4397,5.060183702,7.976111412,0.065572502,304.646,0.02814261,36.15,11.08,8.7,3.96
6001427900,Alameda,Alameda,4764,4.851167395,7.927479267,0.117959664,276.806,0.02814261,36.15,11.08,8.3,7.65
6001428000,Alameda,Alameda,2969,5.279442862,8.011899948,0.212181551,328.821,0.02814261,36.15,11.08,7.6,6.57
6001428100,Alameda,Alameda,4661,5.217619019,7.980975628,0.080078722,299.829,0.02814261,36.15,11.08,9.1,3.93
6001428200,Alameda,Alameda,6449,4.988055803,7.980975628,0.074159713,372.214,0.02814261,36.15,11.08,9.5,4.72
6001428301,Alameda,Alameda,6832,4.358978151,8.196908569,0.081962395,262.57,0.02814261,33.64,9.22,9.1,3.88
6001428302,Alameda,Alameda,6527,2.800373829,8.088462639,0.043915235,290.625,0.02814261,30.06,8.74,9.8,5.29
6001428400,Alameda,Alameda,4870,4.375387962,7.988900185,0.125560836,315.369,0.02814261,36.15,11.08,10.6,4.11
6001428500,Alameda,Alameda,3417,3.807776779,7.946691513,0.09644256,262.208,0.02814261,36.15,11.08,9.5,6.79
6001428600,Alameda,Alameda,3283,3.562625622,7.95577383,0.033057816,371.585,0.02814261,36.15,11.08,9.7,5.64
6001428700,Alameda,Alameda,5111,6.356084984,8.105891983,0.525021585,504.725,0.02814261,36.15,11.08,9.0,5.05
6001430101,Alameda,Castro Valley,6501,3.465126268,7.027938061,0.025093832,1748.4,0.034887932,29.29,10.92,10.1,6.01
6001430102,Alameda,Castro Valley,2434,3.169318508,6.925738461,0.002419633,294.744,0.03236485,36.26,10.85,10.2,7.43
6001430200,Alameda,Castro Valley,7403,2.514395914,7.120300651,0.006948397,201.321,0.033336884,38.98,11.23,9.6,5.04
6001430300,Alameda,Castro Valley,4094,2.699258809,7.152222872,0.008527174,142.323,0.03236485,43.71,11.36,9.0,4.31
6001430400,Alameda,Castro Valley,2148,2.814185631,7.340405345,0.004187367,235.025,0.031698939,49.96,12.3,9.1,3.88
6001430500,Alameda,San Leandro,6087,4.944190927,7.52208221,0.078891144,1766.235,0.031360499,57.94,13.87,10.3,5.07
6001430600,Alameda,Castro Valley,6786,3.694454106,7.339645863,0.052628045,471.142,0.03203371,50.92,12.63,10.5,5.04
6001430700,Alameda,Castro Valley,3905,3.416879473,7.31739521,0.03234682,259.509,0.03236485,43.71,11.36,9.4,3.62
6001430800,Alameda,Castro Valley,5796,5.103717684,7.275259495,0.07485233,1193.114,0.033336884,42.63,11.33,10.4,5.13
6001430900,Alameda,Castro Valley,5474,4.596200981,7.373163223,0.098800813,365.537,0.03236485,43.71,11.36,9.4,4.87
6001431000,Alameda,Castro Valley,3143,5.935447227,7.361147165,0.187619849,2273.784,0.032692401,43.71,11.36,10.3,2.72
6001431100,Alameda,Castro Valley,3538,5.184996027,7.367514133,0.105816362,2361.97,0.033336884,46.15,13.11,8.9,5.79
6001431200,Alameda,Castro Valley,5572,5.243013704,7.379158974,0.093434534,1927.966,0.032692401,44.76,12.11,9.9,7.3
6001432100,Alameda,San Leandro,3828,5.202310112,7.66794014,0.100369601,2180.899,0.029969228,51.42,13.74,8.9,4.76
6001432200,Alameda,San Leandro,3940,4.794978088,7.80437088,0.066164859,458.352,0.029611826,50.42,13.77,10.9,6.33
6001432300,Alameda,San Leandro,4781,5.692286202,7.83283329,0.075354854,612.25,0.029250507,50.51,13.78,9.8,6.39
6001432400,Alameda,San Leandro,6332,7.73647956,8.379740851,0.099243696,1827.426,0.028885227,48.3,13.48,12.2,6.05
6001432501,Alameda,San Leandro,4852,6.991728424,8.194171906,0.191647446,2291.431,0.029250507,47.37,13.36,10.6,5.63
6001432502,Alameda,San Leandro,5111,6.704544031,8.194952965,0.176192707,3552.878,0.028885227,49.16,13.6,11.4,5.56
6001432601,Alameda,San Leandro,4267,5.640697425,7.963101864,0.11236698,467.255,0.029611826,47.37,13.36,10.2,9.03
6001432602,Alameda,San Leandro,3109,4.877436435,7.963101864,0.100787252,448.487,0.029611826,47.37,13.36,11.0,7.25
6001432700,Alameda,San Leandro,2654,5.149662607,7.69962883,0.112929265,2044.615,0.029969228,47.37,13.36,11.4,3.91
6001432800,Alameda,San Leandro,4037,4.944052715,7.624624491,0.057052335,1814.033,0.030672447,54.75,14.04,11.0,6.69
6001433000,Alameda,San Leandro,3674,5.755892449,7.791670084,0.119940092,2640.206,0.030322754,61.11,14.79,11.3,4.22
6001433102,Alameda,San Leandro,4064,4.884815705,7.763793468,0.165454053,720.619,0.030322754,65.79,15.29,11.4,6.15
6001433103,Alameda,San Leandro,3460,5.183790221,7.973348141,0.123600122,719.184,0.030322754,65.35,15.23,11.5,5.26
6001433104,Alameda,San Leandro,4584,5.732729052,7.973348141,0.125016783,585.075,0.029969228,55.73,14.23,11.6,6.3
6001433200,Alameda,San Leandro,8135,6.495065281,8.053619623,0.277988734,3161.225,0.029969228,63.81,15.07,12.4,4.16
6001433300,Alameda,San Leandro,7265,6.448345772,8.161124706,0.146318964,3813.992,0.029611826,48.51,14.16,11.8,4.4
6001433400,Alameda,San Leandro,5824,4.631979854,8.100306307,0.044075367,457.972,0.029611826,47.92,13.88,11.1,4.7
6001433500,Alameda,San Leandro,4084,4.24782435,7.894453526,0.04464786,571.459,0.029969228,48.29,14.27,11.7,7.89
6001433600,Alameda,San Leandro,5871,5.243685809,7.6710186,0.14369153,2512.342,0.030322754,48.55,14.29,12.0,4.92
6001433700,Alameda,San Lorenzo,3206,5.638097655,7.477403641,0.174731714,2862.441,0.031018348,49.76,15.39,11.5,4.45
6001433801,Alameda,San Leandro,3290,4.823577449,7.734869957,0.16135115,1599.94,0.031018348,66.15,15.31,11.9,8.58
6001433802,Alameda,San Lorenzo,4084,4.780992084,7.704569817,0.238022654,1708.946,0.031018348,53.94,14.75,10.7,6.61
6001433900,Alameda,San Leandro,6850,4.663865764,7.531547546,0.133178008,1613.429,0.031360499,66.15,15.31,10.9,8.35
6001434000,Alameda,San Lorenzo,5378,5.361614709,7.581991673,0.167455424,2531.414,0.031698939,58.06,15.27,13.3,8.23
6001435102,Alameda,Hayward,5595,3.292269688,7.353935242,0.018566834,508.644,0.03427764,39.33,10.82,9.0,6.82
6001435103,Alameda,Castro Valley,7325,2.963656804,6.931747465,0.009187922,630.252,0.036356692,34.01,10.7,9.6,6.07
6001435104,Alameda,Hayward,6615,5.06001451,7.437317031,0.023520173,586.597,0.034584449,43.7,17.85,8.9,6.77
6001435200,Alameda,Hayward,4530,4.256967852,7.348121881,0.051475807,1880.141,0.033967467,46.05,14.37,10.6,5.5
6001435300,Alameda,Hayward,4909,4.198546183,7.377346992,0.048030247,459.355,0.033336884,49.71,15.68,10.1,7.05
6001435400,Alameda,Hayward,5077,5.377904047,7.43480444,0.166170343,531.254,0.032692401,50.08,16.23,10.7,7.03
6001435500,Alameda,Hayward,4023,5.374484597,7.39046073,0.076671057,568.521,0.03236485,50.52,16.26,11.9,5.52
6001435601,Alameda,Hayward,4813,4.659449355,7.410233498,0.119551329,401.948,0.03203371,50.52,16.26,11.5,7.11
6001435602,Alameda,Hayward,5506,4.107910955,7.477403641,0.066363438,340.779,0.031698939,50.33,16.04,10.9,6.0
6001435700,Alameda,San Lorenzo,4913,5.258996013,7.563420773,0.221176625,2090.661,0.031360499,49.71,15.33,11.3,7.67
6001435800,Alameda,San Lorenzo,5802,5.219485654,7.603869438,0.165818235,2095.77,0.031018348,48.96,14.51,11.2,4.37
6001435900,Alameda,San Lorenzo,5138,4.834334954,7.934459686,0.04022309,493.243,0.030322754,49.0,14.55,10.9,5.1
